file,type,length,modification,result
194,Folk,2,original,"{""cost_time"":0.43600010871887,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":880,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":880,""play_offset_ms"":1740,""acrid"":""21b88aadc2d4f824b77578e3523b3322"",""Title"":""All I want to Do"",""Album"":""Blue Piano"",""Artist"":""Askew Ed"",""score"":84,""Track Number"":"""",""Genre"":""Folk"",""Comment"":"""",""title"":""000194.mp3.db"",""bucket_id"":""22150"",""duration_ms"":29740,""db_begin_time_offset_ms"":0},{""db_end_time_offset_ms"":880,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":880,""play_offset_ms"":1740,""acrid"":""3272c6796160390e044b7364a54985c7"",""Title"":""All I want to Do"",""Album"":""Blue Piano"",""Artist"":""Askew Ed"",""score"":84,""Track Number"":"""",""Genre"":""Folk"",""Comment"":"""",""title"":""000194.mp3.db"",""bucket_id"":""22150"",""duration_ms"":29740,""db_begin_time_offset_ms"":0}],""timestamp_utc"":""2024-06-11 19:50:05""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
197,Folk,2,original,"{""status"":{""msg"":""Success"",""code"":0,""version"":""1.0""},""result_type"":0,""cost_time"":0.58399987220764,""metadata"":{""timestamp_utc"":""2024-06-11 19:50:07"",""custom_files"":[{""title"":""000197.mp3.db"",""Album"":""Blue Piano"",""Title"":""Paino 2"",""Artist"":""Askew Ed"",""score"":100,""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""bucket_id"":""22150"",""acrid"":""b8ffba07217bfa4250a068c3b0254945"",""duration_ms"":29700,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1540,""play_offset_ms"":1720,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1540},{""title"":""000197.mp3.db"",""Album"":""Blue Piano"",""Title"":""Paino 2"",""Artist"":""Askew Ed"",""score"":100,""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""bucket_id"":""22150"",""acrid"":""d50adbe92c666ccb1bd46ac04815fb2b"",""duration_ms"":29700,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1540,""play_offset_ms"":1720,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1540}]}}
"
200,Folk,2,original,"{""metadata"":{""timestamp_utc"":""2024-06-11 19:50:07"",""custom_files"":[{""acrid"":""43a6366c5cb078906b13f93a3d124e23"",""db_end_time_offset_ms"":1180,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1180,""play_offset_ms"":1720,""score"":100,""Album"":""Blue Piano"",""Title"":""Baby Come Home"",""Artist"":""Askew Ed"",""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""db_begin_time_offset_ms"":0,""title"":""000200.mp3.db"",""bucket_id"":""22150"",""duration_ms"":29700},{""acrid"":""761dd342b3a087a4eb75b6422ba088dd"",""db_end_time_offset_ms"":1180,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1180,""play_offset_ms"":1720,""score"":100,""Album"":""Blue Piano"",""Title"":""Baby Come Home"",""Artist"":""Askew Ed"",""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""db_begin_time_offset_ms"":0,""title"":""000200.mp3.db"",""bucket_id"":""22150"",""duration_ms"":29700}]},""cost_time"":0.12299990653992,""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
203,Folk,2,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""cost_time"":0.58899998664856,""metadata"":{""timestamp_utc"":""2024-06-11 19:50:09"",""custom_files"":[{""Title"":""Song For R"",""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1360,""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""Album"":""Blue Piano"",""bucket_id"":""22150"",""duration_ms"":29700,""sample_end_time_offset_ms"":1360,""acrid"":""1a1395663ed82d4ac7822b995f46f5e2"",""title"":""000203.mp3.db"",""Artist"":""Askew Ed"",""play_offset_ms"":1700,""sample_begin_time_offset_ms"":0},{""Title"":""Song For R"",""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1360,""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""Album"":""Blue Piano"",""bucket_id"":""22150"",""duration_ms"":29700,""sample_end_time_offset_ms"":1360,""acrid"":""7d065a0c244b79bb2c1628c07d93e532"",""title"":""000203.mp3.db"",""Artist"":""Askew Ed"",""play_offset_ms"":1700,""sample_begin_time_offset_ms"":0}]},""result_type"":0}
"
204,Folk,2,original,"{""cost_time"":0.73300004005432,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":1620,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1620,""play_offset_ms"":1720,""Title"":""My Dream"",""Artist"":""Askew Ed"",""Comment"":"""",""acrid"":""b922c44e1584b4b66241f4faf0b70a29"",""Track Number"":"""",""Genre"":""Folk"",""Album"":""Blue Piano"",""score"":100,""title"":""000204.mp3.db"",""bucket_id"":""22150"",""duration_ms"":29700,""db_begin_time_offset_ms"":0},{""db_end_time_offset_ms"":1620,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1620,""play_offset_ms"":1720,""Title"":""My Dream"",""Artist"":""Askew Ed"",""Comment"":"""",""acrid"":""361bc432b228f41264dca0d606f3dcad"",""Track Number"":"""",""Genre"":""Folk"",""Album"":""Blue Piano"",""score"":100,""title"":""000204.mp3.db"",""bucket_id"":""22150"",""duration_ms"":29700,""db_begin_time_offset_ms"":0}],""timestamp_utc"":""2024-06-11 19:50:10""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
207,Folk,2,original,"{""cost_time"":0.82599997520447,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":1340,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1340,""play_offset_ms"":1740,""acrid"":""5242f3e2f61445dcbfd1b5853f2b38c5"",""Album"":""Blue Piano"",""Genre"":""Folk"",""score"":100,""Track Number"":"""",""title"":""000207.mp3.db"",""Comment"":"""",""bucket_id"":""22150"",""Title"":""Piano 3"",""duration_ms"":29700,""Artist"":""Askew Ed"",""db_begin_time_offset_ms"":0},{""db_end_time_offset_ms"":1340,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1340,""play_offset_ms"":1740,""acrid"":""be4bc1d9188d47421f7233b93c1d3612"",""Album"":""Blue Piano"",""Genre"":""Folk"",""score"":100,""Track Number"":"""",""title"":""000207.mp3.db"",""Comment"":"""",""bucket_id"":""22150"",""Title"":""Piano 3"",""duration_ms"":29700,""Artist"":""Askew Ed"",""db_begin_time_offset_ms"":0}],""timestamp_utc"":""2024-06-11 19:50:12""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
210,Folk,2,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""cost_time"":0.44899988174438,""metadata"":{""timestamp_utc"":""2024-06-11 19:50:13"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1480,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1480,""play_offset_ms"":1720,""Title"":""In the French Court"",""Artist"":""Askew Ed"",""Comment"":"""",""Track Number"":"""",""duration_ms"":29740,""acrid"":""7893174683c11c23e1235c601bbc8492"",""title"":""000210.mp3.db"",""Album"":""Blue Piano"",""bucket_id"":""22150"",""Genre"":""Folk""},{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1480,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1480,""play_offset_ms"":1720,""Title"":""In the French Court"",""Artist"":""Askew Ed"",""Comment"":"""",""Track Number"":"""",""duration_ms"":29740,""acrid"":""c39031ec0d91fde0a48b10e57f9cd6ed"",""title"":""000210.mp3.db"",""Album"":""Blue Piano"",""bucket_id"":""22150"",""Genre"":""Folk""}]},""result_type"":0}
"
211,Folk,2,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""cost_time"":0.8289999961853,""metadata"":{""timestamp_utc"":""2024-06-11 19:50:14"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1480,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1480,""play_offset_ms"":1720,""Title"":""In America"",""Artist"":""Askew Ed"",""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""bucket_id"":""22150"",""duration_ms"":29680,""acrid"":""139bbbd154e944ec84aafe9536c257a2"",""title"":""000211.mp3.db"",""Album"":""Blue Piano""},{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1480,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1480,""play_offset_ms"":1720,""Title"":""In America"",""Artist"":""Askew Ed"",""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""bucket_id"":""22150"",""duration_ms"":29680,""acrid"":""4199ad5e128614335fd966e7ed316007"",""title"":""000211.mp3.db"",""Album"":""Blue Piano""}]},""result_type"":0}
"
212,Folk,2,original,"{""status"":{""version"":""1.0"",""msg"":""Success"",""code"":0},""result_type"":0,""cost_time"":0.65100002288818,""metadata"":{""custom_files"":[{""acrid"":""12c0fd7768e3449b3d99913a2b06d866"",""bucket_id"":""22150"",""duration_ms"":29700,""score"":100,""db_begin_time_offset_ms"":0,""Title"":""When I Arive"",""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1480,""play_offset_ms"":1720,""Album"":""Blue Piano"",""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""db_end_time_offset_ms"":1480,""title"":""000212.mp3.db"",""Artist"":""Askew Ed""},{""acrid"":""d05f3b8d4825a73daed45dd5b8256e2a"",""bucket_id"":""22150"",""duration_ms"":29700,""score"":100,""db_begin_time_offset_ms"":0,""Title"":""When I Arive"",""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1480,""play_offset_ms"":1720,""Album"":""Blue Piano"",""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""db_end_time_offset_ms"":1480,""title"":""000212.mp3.db"",""Artist"":""Askew Ed""}],""timestamp_utc"":""2024-06-11 19:50:16""}}
"
213,Pop,2,original,"{""metadata"":{""timestamp_utc"":""2024-06-11 19:50:16"",""custom_files"":[{""acrid"":""92c31970e7983782d091b532f9c48dd8"",""db_end_time_offset_ms"":1620,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1620,""play_offset_ms"":1720,""Track Number"":"""",""Genre"":""Pop"",""score"":100,""Album"":""Au"",""title"":""000213.mp3.db"",""db_begin_time_offset_ms"":0,""Comment"":"""",""Title"":""Boute"",""Artist"":""Au"",""bucket_id"":""22150"",""duration_ms"":29700},{""acrid"":""48cf8dc3fd463c448d2eb0216576324c"",""db_end_time_offset_ms"":1620,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1620,""play_offset_ms"":1720,""Track Number"":"""",""Genre"":""Pop"",""score"":100,""Album"":""Au"",""title"":""000213.mp3.db"",""db_begin_time_offset_ms"":0,""Comment"":"""",""Title"":""Boute"",""Artist"":""Au"",""bucket_id"":""22150"",""duration_ms"":29700}]},""result_type"":0,""cost_time"":0.14399981498718,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
255,Pop,2,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""metadata"":{""timestamp_utc"":""2024-06-11 19:50:18"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1480,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1480,""play_offset_ms"":1720,""bucket_id"":""22150"",""duration_ms"":29700,""Title"":""We Want to be Old"",""Album"":""On Opaque Things"",""Artist"":""Bird Names"",""acrid"":""89847f6864edb9751ac7e97e65747df4"",""title"":""000255.mp3.db"",""Comment"":"""",""Track Number"":"""",""Genre"":""Pop""},{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1480,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1480,""play_offset_ms"":1720,""bucket_id"":""22150"",""duration_ms"":29700,""Title"":""We Want to be Old"",""Album"":""On Opaque Things"",""Artist"":""Bird Names"",""acrid"":""ccec61687f4e9d741aafe0d94fa83d05"",""title"":""000255.mp3.db"",""Comment"":"""",""Track Number"":"""",""Genre"":""Pop""}]},""cost_time"":0.59500002861023,""result_type"":0}
"
256,Metal,2,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""cost_time"":0.625,""metadata"":{""timestamp_utc"":""2024-06-11 19:50:19"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1420,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1420,""play_offset_ms"":1720,""Artist"":""Black Elk"",""Comment"":"""",""Album"":""Black Elk"",""Genre"":""Metal"",""bucket_id"":""22150"",""duration_ms"":29700,""acrid"":""f78d1c9f64bca9d96feacd31b94734b9"",""title"":""000256.mp3.db"",""Title"":""Toggle"",""Track Number"":""""},{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1420,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1420,""play_offset_ms"":1720,""Artist"":""Black Elk"",""Comment"":"""",""Album"":""Black Elk"",""Genre"":""Metal"",""bucket_id"":""22150"",""duration_ms"":29700,""acrid"":""dcf0781aaca438d4b4eb18accc1d9eb2"",""title"":""000256.mp3.db"",""Title"":""Toggle"",""Track Number"":""""}]},""result_type"":0}
"
368,Tecno,2,original,"{""metadata"":{""timestamp_utc"":""2024-06-11 19:50:20"",""custom_files"":[{""acrid"":""283631723103177488b1733911eb27b3"",""db_end_time_offset_ms"":1540,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1540,""play_offset_ms"":1740,""Artist"":""Blah Blah Blah"",""score"":100,""Comment"":"""",""Track Number"":"""",""Genre"":""Tecno"",""Album"":""2\/30th Anniversary Blah Blah Blah"",""title"":""000368.mp3.db"",""db_begin_time_offset_ms"":0,""Title"":""Vampires"",""bucket_id"":""22150"",""duration_ms"":29680},{""acrid"":""722729e750f2c2fdb864a110e7e0deb5"",""db_end_time_offset_ms"":1540,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1540,""play_offset_ms"":1740,""Artist"":""Blah Blah Blah"",""score"":100,""Comment"":"""",""Track Number"":"""",""Genre"":""Tecno"",""Album"":""2\/30th Anniversary Blah Blah Blah"",""title"":""000368.mp3.db"",""db_begin_time_offset_ms"":0,""Title"":""Vampires"",""bucket_id"":""22150"",""duration_ms"":29680}]},""result_type"":0,""cost_time"":0.14499998092651,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
424,Avant-Garde,2,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""cost_time"":0.44400000572205,""metadata"":{""timestamp_utc"":""2024-06-11 19:50:21"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1460,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1460,""play_offset_ms"":1720,""Title"":""The Ambient Honky"",""Artist"":""Brian Joseph Davis"",""Album"":""The Definitive Host"",""Comment"":"""",""Track Number"":"""",""Genre"":""Avant-Garde"",""bucket_id"":""22150"",""duration_ms"":29700,""acrid"":""97f937a09efab334257ac5213d562d48"",""title"":""000424.mp3.db""},{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1460,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1460,""play_offset_ms"":1720,""Title"":""The Ambient Honky"",""Artist"":""Brian Joseph Davis"",""Album"":""The Definitive Host"",""Comment"":"""",""Track Number"":"""",""Genre"":""Avant-Garde"",""bucket_id"":""22150"",""duration_ms"":29700,""acrid"":""583c29144e4f4a29db78d9d3bd6e3136"",""title"":""000424.mp3.db""}]},""result_type"":0}
"
459,Krautrock,2,original,"{""cost_time"":0.47000002861023,""metadata"":{""custom_files"":[{""db_end_time_offset_ms"":1640,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1640,""play_offset_ms"":1740,""acrid"":""6c294c0f652ae06eece82fbe1d4d6cd9"",""Album"":""Butthash"",""Track Number"":"""",""Genre"":""Krautrock"",""score"":100,""Comment"":"""",""title"":""000459.mp3.db"",""Artist"":""CAVE"",""Title"":""Machines and Muscles"",""bucket_id"":""22150"",""duration_ms"":29740,""db_begin_time_offset_ms"":0},{""db_end_time_offset_ms"":1640,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1640,""play_offset_ms"":1740,""acrid"":""004bdd27c29374d833a6211b9bdbb75e"",""Album"":""Butthash"",""Track Number"":"""",""Genre"":""Krautrock"",""score"":100,""Comment"":"""",""title"":""000459.mp3.db"",""Artist"":""CAVE"",""Title"":""Machines and Muscles"",""bucket_id"":""22150"",""duration_ms"":29740,""db_begin_time_offset_ms"":0}],""timestamp_utc"":""2024-06-11 19:50:22""},""result_type"":0,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
534,Folk,2,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""metadata"":{""timestamp_utc"":""2024-06-11 19:50:23"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1260,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1260,""play_offset_ms"":1720,""Title"":""I Can See You"",""Artist"":""Charles Manson"",""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""duration_ms"":29700,""acrid"":""b8c9076956d9714ecb6ba536ef0e038e"",""Album"":""One Mind"",""title"":""000534.mp3.db"",""bucket_id"":""22150""},{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1260,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1260,""play_offset_ms"":1720,""Title"":""I Can See You"",""Artist"":""Charles Manson"",""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""duration_ms"":29700,""acrid"":""5a37544ba9624f175cd9fb4b6e5abcd6"",""Album"":""One Mind"",""title"":""000534.mp3.db"",""bucket_id"":""22150""}]},""cost_time"":0.60800004005432,""result_type"":0}
"
540,Folk,2,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""cost_time"":0.60899996757507,""metadata"":{""timestamp_utc"":""2024-06-11 19:50:24"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1500,""sample_begin_time_offset_ms"":0,""Title"":""The Black Pirate"",""play_offset_ms"":1660,""Artist"":""Charles Manson"",""Album"":""One Mind"",""Track Number"":"""",""Genre"":""Folk"",""bucket_id"":""22150"",""duration_ms"":29700,""acrid"":""3b4f1e748dacd7f5470286ab16a45c35"",""title"":""000540.mp3.db"",""sample_end_time_offset_ms"":1500,""Comment"":""""},{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1500,""sample_begin_time_offset_ms"":0,""Title"":""The Black Pirate"",""play_offset_ms"":1660,""Artist"":""Charles Manson"",""Album"":""One Mind"",""Track Number"":"""",""Genre"":""Folk"",""bucket_id"":""22150"",""duration_ms"":29700,""acrid"":""9d38be053336cb71827c8fc85d0e7b70"",""title"":""000540.mp3.db"",""sample_end_time_offset_ms"":1500,""Comment"":""""}]},""result_type"":0}
"
546,Folk,2,original,"{""status"":{""version"":""1.0"",""msg"":""Success"",""code"":0},""result_type"":0,""cost_time"":0.56699991226196,""metadata"":{""custom_files"":[{""acrid"":""58f3ef6f1fea023a2b2a042e76d3ef25"",""bucket_id"":""22150"",""duration_ms"":29700,""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1400,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1400,""play_offset_ms"":1720,""Album"":""One Mind"",""Title"":""If You Have No One"",""Artist"":""Charles Manson"",""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""title"":""000546.mp3.db""},{""acrid"":""e137cecc0e4379023cde1204abf3e108"",""bucket_id"":""22150"",""duration_ms"":29700,""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1400,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1400,""play_offset_ms"":1720,""Album"":""One Mind"",""Title"":""If You Have No One"",""Artist"":""Charles Manson"",""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""title"":""000546.mp3.db""}],""timestamp_utc"":""2024-06-11 19:50:26""}}
"
574,Punk,2,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""cost_time"":0.62299990653992,""metadata"":{""timestamp_utc"":""2024-06-11 19:50:27"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1560,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1560,""play_offset_ms"":1740,""Album"":""Babylon Rules"",""Title"":""Caliente Queen"",""Artist"":""Clockcleaner"",""bucket_id"":""22150"",""duration_ms"":29700,""Genre"":""Punk"",""acrid"":""ce65a5e70da89a6f7486707aac8ead79"",""title"":""000574.mp3.db"",""Comment"":"""",""Track Number"":""""},{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1560,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1560,""play_offset_ms"":1740,""Album"":""Babylon Rules"",""Title"":""Caliente Queen"",""Artist"":""Clockcleaner"",""bucket_id"":""22150"",""duration_ms"":29700,""Genre"":""Punk"",""acrid"":""c348d630fb4884d97a10bd609c98e9cd"",""title"":""000574.mp3.db"",""Comment"":"""",""Track Number"":""""}]},""result_type"":0}
"
602,Folk,2,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""metadata"":{""timestamp_utc"":""2024-06-11 19:50:28"",""custom_files"":[{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1400,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1400,""Album"":""Clones of Eros, Axa Hour of Dora Bleu"",""Title"":""Disappearing"",""duration_ms"":29700,""Artist"":""Dorothy Bleu"",""title"":""000602.mp3.db"",""play_offset_ms"":1600,""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""acrid"":""51fb96bf63bda69c7dd01cbadfac0241"",""bucket_id"":""22150""},{""score"":100,""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1400,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1400,""Album"":""Clones of Eros, Axa Hour of Dora Bleu"",""Title"":""Disappearing"",""duration_ms"":29700,""Artist"":""Dorothy Bleu"",""title"":""000602.mp3.db"",""play_offset_ms"":1600,""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""acrid"":""d2a8e24c912fe3d19813fd8030a9aea4"",""bucket_id"":""22150""}]},""result_type"":0,""cost_time"":0.70599985122681}
"
615,Electroacoustic,2,original,"{""status"":{""code"":1001,""version"":""1.0"",""msg"":""No result""}}
"
620,Folk,2,original,"{""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 19:50:30"",""custom_files"":[{""Album"":""Viridian City"",""title"":""000620.mp3.db"",""Title"":""Arabesque"",""db_begin_time_offset_ms"":0,""Artist"":""Ed Askew"",""sample_begin_time_offset_ms"":0,""acrid"":""ccbb3349435cf4d7a5449e0882d66f0e"",""play_offset_ms"":1620,""Track Number"":"""",""Genre"":""Folk"",""score"":100,""bucket_id"":""22150"",""duration_ms"":29680,""db_end_time_offset_ms"":1220,""sample_end_time_offset_ms"":1220,""Comment"":""""},{""Album"":""Viridian City"",""title"":""000620.mp3.db"",""Title"":""Arabesque"",""db_begin_time_offset_ms"":0,""Artist"":""Ed Askew"",""sample_begin_time_offset_ms"":0,""acrid"":""12afc6b01b9ee6abbfc0a7c6170dd898"",""play_offset_ms"":1620,""Track Number"":"""",""Genre"":""Folk"",""score"":100,""bucket_id"":""22150"",""duration_ms"":29680,""db_end_time_offset_ms"":1220,""sample_end_time_offset_ms"":1220,""Comment"":""""}]},""cost_time"":0.57200002670288}
"
621,Folk,2,original,"{""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""},""result_type"":0,""metadata"":{""timestamp_utc"":""2024-06-11 19:50:32"",""custom_files"":[{""Artist"":""Ed Askew"",""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""title"":""000621.mp3.db"",""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1420,""sample_begin_time_offset_ms"":0,""acrid"":""af83c9d7be6f9cee2960e8d01ff2087a"",""play_offset_ms"":1720,""score"":100,""bucket_id"":""22150"",""duration_ms"":29700,""sample_end_time_offset_ms"":1420,""Album"":""Rainy Day Song"",""Title"":""Blue Eyed Baby""},{""Artist"":""Ed Askew"",""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""title"":""000621.mp3.db"",""db_begin_time_offset_ms"":0,""db_end_time_offset_ms"":1420,""sample_begin_time_offset_ms"":0,""acrid"":""2477dcdbe28aae0008883992407d8e21"",""play_offset_ms"":1720,""score"":100,""bucket_id"":""22150"",""duration_ms"":29700,""sample_end_time_offset_ms"":1420,""Album"":""Rainy Day Song"",""Title"":""Blue Eyed Baby""}]},""cost_time"":0.58299994468689}
"
625,Folk,2,original,"{""status"":{""code"":0,""msg"":""Success"",""version"":""1.0""},""cost_time"":0.48899984359741,""metadata"":{""timestamp_utc"":""2024-06-11 19:50:33"",""custom_files"":[{""Title"":""Climbing To The Top"",""db_begin_time_offset_ms"":0,""Artist"":""Ed Askew"",""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1580,""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""Album"":""Rainy Day Song"",""bucket_id"":""22150"",""duration_ms"":29740,""acrid"":""599427f8f02d41c9de8934cf9b5b483e"",""title"":""000625.mp3.db"",""play_offset_ms"":1720,""db_end_time_offset_ms"":1580,""score"":100},{""Title"":""Climbing To The Top"",""db_begin_time_offset_ms"":0,""Artist"":""Ed Askew"",""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1580,""Comment"":"""",""Track Number"":"""",""Genre"":""Folk"",""Album"":""Rainy Day Song"",""bucket_id"":""22150"",""duration_ms"":29740,""acrid"":""54b4de250c9fd2ba7cfa476d7e20ece4"",""title"":""000625.mp3.db"",""play_offset_ms"":1720,""db_end_time_offset_ms"":1580,""score"":100}]},""result_type"":0}
"
666,Reggae,2,original,"{""metadata"":{""timestamp_utc"":""2024-06-11 19:50:34"",""custom_files"":[{""acrid"":""d9989b3cb17e2a2b76df47432909ced9"",""db_end_time_offset_ms"":1360,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1360,""play_offset_ms"":1740,""score"":100,""Album"":""mp3"",""Title"":""Heat"",""title"":""000666.mp3.db"",""db_begin_time_offset_ms"":0,""Artist"":""Explode Into Colors"",""Comment"":"""",""Track Number"":"""",""Genre"":""Reggae"",""bucket_id"":""22150"",""duration_ms"":29740},{""acrid"":""b3529a66d572145ca7ebf7ad229013a5"",""db_end_time_offset_ms"":1360,""sample_begin_time_offset_ms"":0,""sample_end_time_offset_ms"":1360,""play_offset_ms"":1740,""score"":100,""Album"":""mp3"",""Title"":""Heat"",""title"":""000666.mp3.db"",""db_begin_time_offset_ms"":0,""Artist"":""Explode Into Colors"",""Comment"":"""",""Track Number"":"""",""Genre"":""Reggae"",""bucket_id"":""22150"",""duration_ms"":29740}]},""result_type"":0,""cost_time"":0.13100004196167,""status"":{""code"":0,""version"":""1.0"",""msg"":""Success""}}
"
